1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
1;20;23;1569
2;1;1;8
3;2;1;8
4;1;1;8
